Dim1,Dim1Type,TimeDimensionValue,Value,SpatialDimType,SpatialDim
BTSX,SEX,2016,1657 [1301-2019],COUNTRY,LBR
BTSX,SEX,2016,16725 [15557-17772],COUNTRY,MEX
BTSX,SEX,2016,1678 [1434-1920],COUNTRY,ARE
BTSX,SEX,2016,1687 [1532-1842],COUNTRY,BOL
BTSX,SEX,2016,172119 [139189-205327],WORLDBANKINCOMEGROUP,WB_LI
BTSX,SEX,2016,173 [141-209],COUNTRY,MUS
BTSX,SEX,2016,18 [11-28],COUNTRY,TON
BTSX,SEX,2016,184 [143-234],COUNTRY,LVA
BTSX,SEX,2016,190 [131-261],COUNTRY,GUY
BTSX,SEX,2016,1922 [1597-2274],COUNTRY,ESP
BTSX,SEX,2016,194 [148-246],COUNTRY,IRL
BTSX,SEX,2016,1980 [1609-2350],COUNTRY,HTI
BTSX,SEX,2016,2 [1-3],COUNTRY,FSM
BTSX,SEX,2016,2019 [1901-2133],COUNTRY,GBR
BTSX,SEX,2016,202999 [140819-240807],COUNTRY,IND
BTSX,SEX,2016,2044 [1720-2432],COUNTRY,ROU
BTSX,SEX,2016,20938 [19985-22944],COUNTRY,RUS
BTSX,SEX,2016,211 [177-245],COUNTRY,COM
BTSX,SEX,2016,2118 [1710-2571],COUNTRY,CAN
BTSX,SEX,2016,22 [16-29],COUNTRY,ISL
BTSX,SEX,2016,22 [17-28],COUNTRY,WSM
BTSX,SEX,2016,221 [191-251],COUNTRY,DJI
BTSX,SEX,2016,2224 [1802-2653],COUNTRY,TGO
BTSX,SEX,2016,223 [174-279],COUNTRY,CHE
BTSX,SEX,2016,2237 [1801-2674],COUNTRY,SLE
BTSX,SEX,2016,22447 [20214-24653],COUNTRY,THA
BTSX,SEX,2016,2245 [1905-2613],COUNTRY,CHL
BTSX,SEX,2016,227 [180-281],COUNTRY,DNK
BTSX,SEX,2016,2306 [1929-2691],COUNTRY,JOR
BTSX,SEX,2016,234 [187-287],COUNTRY,LTU
BTSX,SEX,2016,239 [173-315],COUNTRY,QAT
BTSX,SEX,2016,24954 [20722-29167],COUNTRY,BGD
BTSX,SEX,2016,24970 [21571-28358],COUNTRY,VNM
BTSX,SEX,2016,256180 [201162-305284],COUNTRY,CHN
BTSX,SEX,2016,2595 [2322-2871],COUNTRY,TUN
BTSX,SEX,2016,26 [19-34],COUNTRY,MLT
BTSX,SEX,2016,260 [204-324],COUNTRY,FIN
BTSX,SEX,2016,26529 [21179-31970],COUNTRY,COD
BTSX,SEX,2016,272084 [218626-326247],REGION,AFR
BTSX,SEX,2016,27326 [21484-33144],COUNTRY,ETH
BTSX,SEX,2016,2758 [2126-3494],COUNTRY,GTM
BTSX,SEX,2016,27582 [23211-31876],COUNTRY,PAK
BTSX,SEX,2016,2803 [2379-3224],COUNTRY,KHM
BTSX,SEX,2016,2986 [2459-3517],COUNTRY,BEN
BTSX,SEX,2016,300 [221-379],COUNTRY,GNQ
BTSX,SEX,2016,306825 [230129-359063],REGION,SEAR
BTSX,SEX,2016,308 [255-368],COUNTRY,SWE
BTSX,SEX,2016,3096 [2777-3415],COUNTRY,LKA
BTSX,SEX,2016,31 [22-41],COUNTRY,BHS
BTSX,SEX,2016,3158 [2618-3776],COUNTRY,KAZ
BTSX,SEX,2016,31766 [27296-36206],COUNTRY,IDN
BTSX,SEX,2016,319188 [253922-379182],REGION,WPR
BTSX,SEX,2016,3327 [2780-3929],COUNTRY,DEU
BTSX,SEX,2016,3333 [3062-3581],COUNTRY,ITA
BTSX,SEX,2016,340 [273-416],COUNTRY,HRV
BTSX,SEX,2016,344 [247-488],COUNTRY,SVK
BTSX,SEX,2016,345 [281-417],COUNTRY,ISR
BTSX,SEX,2016,3472 [2879-4064],COUNTRY,ZMB
BTSX,SEX,2016,3490 [2620-4271],COUNTRY,ECU
BTSX,SEX,2016,3490 [2906-4080],COUNTRY,GIN
BTSX,SEX,2016,3535 [2691-4381],COUNTRY,RWA
BTSX,SEX,2016,3585 [2930-4303],COUNTRY,FRA
BTSX,SEX,2016,36 [28-46],COUNTRY,LUX
BTSX,SEX,2016,3609 [3057-4171],COUNTRY,SEN
BTSX,SEX,2016,361 [296-427],COUNTRY,SWZ
BTSX,SEX,2016,3617 [2966-4333],COUNTRY,UZB
BTSX,SEX,2016,364 [298-434],COUNTRY,NZL
BTSX,SEX,2016,3651 [2931-4384],COUNTRY,BDI
BTSX,SEX,2016,3661 [2978-4350],COUNTRY,SSD
BTSX,SEX,2016,3684 [2539-5104],COUNTRY,DOM
BTSX,SEX,2016,3698 [3431-3986],COUNTRY,POL
BTSX,SEX,2016,38 [27-54],COUNTRY,BRN
BTSX,SEX,2016,381 [275-508],COUNTRY,JAM
BTSX,SEX,2016,3884 [3024-4745],COUNTRY,SOM
BTSX,SEX,2016,394 [324-473],COUNTRY,MDA
BTSX,SEX,2016,39802 [32060-47507],COUNTRY,NGA
BTSX,SEX,2016,399 [369-428],COUNTRY,ALB
BTSX,SEX,2016,3990 [3111-4872],COUNTRY,TCD
BTSX,SEX,2016,4 [3-6],COUNTRY,MDV
BTSX,SEX,2016,41007 [38527-43419],COUNTRY,BRA
BTSX,SEX,2016,41555 [38331-43675],COUNTRY,USA
BTSX,SEX,2016,4159 [3409-4921],COUNTRY,MLI
BTSX,SEX,2016,4286 [3894-4669],COUNTRY,PER
BTSX,SEX,2016,43 [39-48],COUNTRY,VUT
BTSX,SEX,2016,452 [369-546],COUNTRY,AUT
BTSX,SEX,2016,460 [378-551],COUNTRY,URY
BTSX,SEX,2016,461 [432-490],COUNTRY,ARM
BTSX,SEX,2016,4622 [3924-5313],COUNTRY,NPL
BTSX,SEX,2016,464 [385-542],COUNTRY,GAB
BTSX,SEX,2016,477542 [366955-564516],WORLDBANKINCOMEGROUP,WB_LMI
BTSX,SEX,2016,4806 [3936-5666],COUNTRY,SYR
BTSX,SEX,2016,499 [471-527],COUNTRY,MNG
BTSX,SEX,2016,4990 [3940-6901],COUNTRY,KOR
BTSX,SEX,2016,5 [3-8],COUNTRY,KIR
BTSX,SEX,2016,502895 [414159-590279],WORLDBANKINCOMEGROUP,WB_UMI
BTSX,SEX,2016,5224 [4643-5664],COUNTRY,JPN
BTSX,SEX,2016,5240 [4512-5970],COUNTRY,AFG
BTSX,SEX,2016,535 [465-606],COUNTRY,BWA
BTSX,SEX,2016,5414 [4276-6559],COUNTRY,NER
BTSX,SEX,2016,55 [43-68],COUNTRY,STP
BTSX,SEX,2016,552 [501-603],COUNTRY,BIH
BTSX,SEX,2016,5582 [4639-6533],COUNTRY,CIV
BTSX,SEX,2016,5601 [4600-6625],COUNTRY,MWI
BTSX,SEX,2016,5601 [4604-6602],COUNTRY,ZWE
BTSX,SEX,2016,565 [465-664],COUNTRY,GNB
BTSX,SEX,2016,5686 [4505-6882],COUNTRY,BFA
BTSX,SEX,2016,575 [471-695],COUNTRY,PAN
BTSX,SEX,2016,599 [477-742],COUNTRY,GEO
BTSX,SEX,2016,605 [484-727],COUNTRY,GMB
BTSX,SEX,2016,6089 [5039-7174],COUNTRY,UKR
BTSX,SEX,2016,6096 [5255-6937],COUNTRY,PRK
BTSX,SEX,2016,61 [46-80],COUNTRY,CYP
BTSX,SEX,2016,6119 [5171-7176],COUNTRY,ARG
BTSX,SEX,2016,63 [47-83],COUNTRY,LCA
BTSX,SEX,2016,630 [513-765],COUNTRY,CZE
BTSX,SEX,2016,639 [545-735],COUNTRY,LSO
BTSX,SEX,2016,648 [530-782],COUNTRY,NLD
BTSX,SEX,2016,652 [502-829],COUNTRY,SRB
BTSX,SEX,2016,657 [544-783],COUNTRY,BEL
BTSX,SEX,2016,67 [46-94],COUNTRY,MNE
BTSX,SEX,2016,6917 [6109-7727],COUNTRY,MAR
BTSX,SEX,2016,7 [5-9],COUNTRY,VCT
BTSX,SEX,2016,7018 [6062-7988],COUNTRY,GHA
BTSX,SEX,2016,7066 [5675-8471],COUNTRY,CMR
BTSX,SEX,2016,7108 [5900-8328],COUNTRY,MDG
BTSX,SEX,2016,713 [624-804],COUNTRY,OMN
BTSX,SEX,2016,7137 [5570-8704],COUNTRY,AGO
BTSX,SEX,2016,715 [576-869],COUNTRY,KWT
BTSX,SEX,2016,730 [572-916],COUNTRY,BGR
BTSX,SEX,2016,7374 [6482-8266],COUNTRY,MYS
BTSX,SEX,2016,7418 [6134-8702],COUNTRY,YEM
BTSX,SEX,2016,7468 [6370-8583],COUNTRY,IRQ
BTSX,SEX,2016,7526 [6714-8313],COUNTRY,TUR
BTSX,SEX,2016,754 [633-875],COUNTRY,NAM
BTSX,SEX,2016,756 [625-901],COUNTRY,HUN
BTSX,SEX,2016,768 [631-924],COUNTRY,PRT
BTSX,SEX,2016,78322 [68716-89929],REGION,EUR
BTSX,SEX,2016,80 [61-103],COUNTRY,EST
BTSX,SEX,2016,802 [667-965],COUNTRY,TKM
BTSX,SEX,2016,81 [57-111],COUNTRY,SUR
BTSX,SEX,2016,812 [675-954],COUNTRY,CRI
BTSX,SEX,2016,841 [659-1075],COUNTRY,BLR
BTSX,SEX,2016,845 [535-1305],COUNTRY,AZE
BTSX,SEX,2016,8538 [7602-9473],COUNTRY,DZA
BTSX,SEX,2016,86 [55-127],COUNTRY,FJI
BTSX,SEX,2016,8665 [7098-10273],COUNTRY,MOZ
BTSX,SEX,2016,8948 [7419-10606],COUNTRY,COL
BTSX,SEX,2016,916 [770-1082],COUNTRY,KGZ
BTSX,SEX,2016,9287 [5383-13695],COUNTRY,EGY
BTSX,SEX,2016,9311 [8268-10354],COUNTRY,SAU
BTSX,SEX,2016,975 [797-1164],COUNTRY,CUB
BTSX,SEX,2016,99 [70-138],COUNTRY,BHR
BTSX,SEX,2017,0 [0-0],COUNTRY,ATG
BTSX,SEX,2017,0 [0-0],COUNTRY,FSM
BTSX,SEX,2017,10142 [9012-11270],COUNTRY,SAU
BTSX,SEX,2017,10210 [5776-15338],COUNTRY,EGY
BTSX,SEX,2017,1023 [849-1222],COUNTRY,KGZ
BTSX,SEX,2017,1038 [928-1147],COUNTRY,NIC
BTSX,SEX,2017,106 [96-117],COUNTRY,SLB
BTSX,SEX,2017,10694 [8985-12400],COUNTRY,MMR
BTSX,SEX,2017,107 [78-143],COUNTRY,SVN
BTSX,SEX,2017,10965 [9341-12610],COUNTRY,SDN
BTSX,SEX,2017,1099 [921-1275],COUNTRY,MRT
BTSX,SEX,2017,11 [8-15],COUNTRY,SYC
BTSX,SEX,2017,11106 [7830-15058],COUNTRY,VEN
BTSX,SEX,2017,1114 [761-1629],COUNTRY,LBN
BTSX,SEX,2017,112 [102-123],COUNTRY,NOR
BTSX,SEX,2017,1167 [987-1349],COUNTRY,LAO
BTSX,SEX,2017,117 [101-132],COUNTRY,BTN
BTSX,SEX,2017,1173 [1011-1330],COUNTRY,PNG
BTSX,SEX,2017,120423 [98947-144537],REGION,EMR
BTSX,SEX,2017,12324 [9699-14990],COUNTRY,UGA
BTSX,SEX,2017,12366 [9046-15846],COUNTRY,PHL
BTSX,SEX,2017,1256194 [1003092-1491114],REGION,GLOBAL
BTSX,SEX,2017,1258 [1077-1436],COUNTRY,ARE
BTSX,SEX,2017,126 [89-170],COUNTRY,MKD
BTSX,SEX,2017,1260 [1031-1493],COUNTRY,ERI
BTSX,SEX,2017,1277 [1041-1535],COUNTRY,AUS
BTSX,SEX,2017,1318 [853-1998],COUNTRY,SLV
BTSX,SEX,2017,13212 [8884-17695],COUNTRY,ZAF
BTSX,SEX,2017,139 [121-156],COUNTRY,CPV
BTSX,SEX,2017,13904 [11897-15978],COUNTRY,KEN
BTSX,SEX,2017,1403 [657-2997],COUNTRY,LBY
BTSX,SEX,2017,142 [111-179],COUNTRY,SGP
BTSX,SEX,2017,1464 [1166-1765],COUNTRY,COG
BTSX,SEX,2017,1524 [992-2032],COUNTRY,PRY
BTSX,SEX,2017,1527 [1388-1665],COUNTRY,HND
BTSX,SEX,2017,153 [102-219],COUNTRY,TTO
BTSX,SEX,2017,156411 [135183-177902],REGION,AMR
BTSX,SEX,2017,157 [136-178],COUNTRY,TLS
BTSX,SEX,2017,158 [117-209],COUNTRY,LVA
BTSX,SEX,2017,159 [127-194],COUNTRY,MUS
BTSX,SEX,2017,1600 [1474-1725],COUNTRY,TJK
BTSX,SEX,2017,162 [122-207],COUNTRY,IRL
BTSX,SEX,2017,1625 [1276-1981],COUNTRY,CAF
BTSX,SEX,2017,16395 [14751-17540],COUNTRY,MEX
BTSX,SEX,2017,16703 [14485-19874],COUNTRY,IRN
BTSX,SEX,2017,16902 [13652-20229],COUNTRY,TZA
BTSX,SEX,2017,1740 [1366-2124],COUNTRY,LBR
BTSX,SEX,2017,175826 [142148-209846],WORLDBANKINCOMEGROUP,WB_LI
BTSX,SEX,2017,176 [118-247],COUNTRY,GUY
BTSX,SEX,2017,18 [11-27],COUNTRY,TON
BTSX,SEX,2017,187 [148-233],COUNTRY,DNK
BTSX,SEX,2017,19 [13-25],COUNTRY,ISL
BTSX,SEX,2017,1944 [1586-2330],COUNTRY,ESP
BTSX,SEX,2017,19680 [18605-22300],COUNTRY,RUS
BTSX,SEX,2017,2015 [1889-2136],COUNTRY,GBR
BTSX,SEX,2017,2023 [1640-2404],COUNTRY,HTI
BTSX,SEX,2017,202927 [140887-245551],COUNTRY,IND
BTSX,SEX,2017,2054 [1625-2537],COUNTRY,CAN
BTSX,SEX,2017,2084 [1726-2507],COUNTRY,ROU
BTSX,SEX,2017,21 [16-29],COUNTRY,MLT
BTSX,SEX,2017,2106 [1764-2459],COUNTRY,JOR
BTSX,SEX,2017,217 [182-251],COUNTRY,COM
BTSX,SEX,2017,224 [193-254],COUNTRY,DJI
BTSX,SEX,2017,2245 [1826-2669],COUNTRY,TGO
BTSX,SEX,2017,2275 [2056-2494],COUNTRY,BOL
BTSX,SEX,2017,233 [183-292],COUNTRY,LTU
BTSX,SEX,2017,2347 [1890-2806],COUNTRY,SLE
BTSX,SEX,2017,236 [169-317],COUNTRY,QAT
BTSX,SEX,2017,237 [184-298],COUNTRY,CHE
BTSX,SEX,2017,24 [17-33],COUNTRY,BRB
BTSX,SEX,2017,24298 [21908-26639],COUNTRY,THA
BTSX,SEX,2017,245 [190-309],COUNTRY,FIN
BTSX,SEX,2017,2461 [2204-2721],COUNTRY,TUN
BTSX,SEX,2017,24940 [20717-29131],COUNTRY,BGD
BTSX,SEX,2017,25 [24-35],COUNTRY,WSM
BTSX,SEX,2017,2510 [2046-3060],COUNTRY,KAZ
BTSX,SEX,2017,254102 [195653-306755],COUNTRY,CHN
BTSX,SEX,2017,2580 [2159-3042],COUNTRY,CHL
BTSX,SEX,2017,26338 [22984-29675],COUNTRY,VNM
BTSX,SEX,2017,270 [221-326],COUNTRY,SWE
BTSX,SEX,2017,27009 [21560-32567],COUNTRY,COD
BTSX,SEX,2017,27619 [23217-31917],COUNTRY,PAK
BTSX,SEX,2017,278523 [223952-333755],REGION,AFR
BTSX,SEX,2017,28 [21-37],COUNTRY,LUX
BTSX,SEX,2017,28702 [22560-34811],COUNTRY,ETH
BTSX,SEX,2017,2926 [2385-3458],COUNTRY,SYR
BTSX,SEX,2017,2944 [2507-3377],COUNTRY,KHM
BTSX,SEX,2017,3 [2-4],COUNTRY,KIR
BTSX,SEX,2017,3019 [2491-3548],COUNTRY,BEN
BTSX,SEX,2017,3063 [2321-3957],COUNTRY,GTM
BTSX,SEX,2017,308440 [231730-365612],REGION,SEAR
BTSX,SEX,2017,31347 [26902-35750],COUNTRY,IDN
BTSX,SEX,2017,317837 [248973-381757],REGION,WPR
BTSX,SEX,2017,321 [237-405],COUNTRY,GNQ
BTSX,SEX,2017,33 [23-45],COUNTRY,BHS
BTSX,SEX,2017,330 [305-354],COUNTRY,ALB
BTSX,SEX,2017,3301 [2716-3960],COUNTRY,DEU
BTSX,SEX,2017,331 [265-404],COUNTRY,ISR
BTSX,SEX,2017,339 [233-495],COUNTRY,SVK
BTSX,SEX,2017,34 [24-49],COUNTRY,BRN
BTSX,SEX,2017,3429 [3134-3694],COUNTRY,ITA
BTSX,SEX,2017,343 [279-418],COUNTRY,MDA
BTSX,SEX,2017,3434 [3092-3783],COUNTRY,LKA
BTSX,SEX,2017,3460 [2976-4001],COUNTRY,POL
BTSX,SEX,2017,3466 [2877-4054],COUNTRY,ZMB
BTSX,SEX,2017,3555 [2855-4335],COUNTRY,FRA
BTSX,SEX,2017,3581 [2661-4456],COUNTRY,ECU
BTSX,SEX,2017,3585 [2844-4414],COUNTRY,UZB
BTSX,SEX,2017,3595 [2997-4201],COUNTRY,GIN
BTSX,SEX,2017,3639 [2787-4515],COUNTRY,RWA
BTSX,SEX,2017,366 [280-466],COUNTRY,HRV
BTSX,SEX,2017,367 [301-433],COUNTRY,SWZ
BTSX,SEX,2017,3670 [3115-4242],COUNTRY,SEN
BTSX,SEX,2017,3774 [3028-4536],COUNTRY,BDI
BTSX,SEX,2017,3785 [3048-4523],COUNTRY,SSD
BTSX,SEX,2017,38844 [36404-41238],COUNTRY,BRA
BTSX,SEX,2017,394 [278-537],COUNTRY,JAM
BTSX,SEX,2017,3994 [3097-4892],COUNTRY,SOM
BTSX,SEX,2017,40325 [32469-48123],COUNTRY,NGA
BTSX,SEX,2017,41550 [37951-43943],COUNTRY,USA
BTSX,SEX,2017,421 [342-505],COUNTRY,NZL
BTSX,SEX,2017,4256 [3495-5038],COUNTRY,MLI
BTSX,SEX,2017,43 [32-57],COUNTRY,LCA
BTSX,SEX,2017,434 [350-527],COUNTRY,AUT
BTSX,SEX,2017,4342 [3359-5332],COUNTRY,TCD
BTSX,SEX,2017,4349 [3937-4748],COUNTRY,PER
BTSX,SEX,2017,44 [39-49],COUNTRY,VUT
BTSX,SEX,2017,4476 [3792-5156],COUNTRY,NPL
BTSX,SEX,2017,4599 [3639-5659],COUNTRY,UKR
BTSX,SEX,2017,482396 [370427-576259],WORLDBANKINCOMEGROUP,WB_LMI
BTSX,SEX,2017,483 [455-511],COUNTRY,ARM
BTSX,SEX,2017,485 [391-588],COUNTRY,URY
BTSX,SEX,2017,4866 [3780-6728],COUNTRY,KOR
BTSX,SEX,2017,4868 [3188-7002],COUNTRY,DOM
BTSX,SEX,2017,494 [408-579],COUNTRY,GAB
BTSX,SEX,2017,4944 [4370-5399],COUNTRY,JPN
BTSX,SEX,2017,498078 [403532-591996],WORLDBANKINCOMEGROUP,WB_UMI
BTSX,SEX,2017,523 [477-569],COUNTRY,BIH
BTSX,SEX,2017,533 [414-671],COUNTRY,GEO
BTSX,SEX,2017,54 [40-71],COUNTRY,EST
BTSX,SEX,2017,5490 [4737-6246],COUNTRY,AFG
BTSX,SEX,2017,551 [423-703],COUNTRY,PAN
BTSX,SEX,2017,552 [481-624],COUNTRY,BWA
BTSX,SEX,2017,5575 [4404-6755],COUNTRY,NER
BTSX,SEX,2017,57 [45-71],COUNTRY,STP
BTSX,SEX,2017,5702 [4669-6743],COUNTRY,ZWE
BTSX,SEX,2017,5775 [4800-6758],COUNTRY,CIV
BTSX,SEX,2017,5804 [4765-6849],COUNTRY,MWI
BTSX,SEX,2017,586 [484-688],COUNTRY,GNB
BTSX,SEX,2017,5885 [4650-7134],COUNTRY,BFA
BTSX,SEX,2017,595 [477-730],COUNTRY,CZE
BTSX,SEX,2017,6042 [5205-6878],COUNTRY,PRK
BTSX,SEX,2017,6151 [5117-7288],COUNTRY,ARG
BTSX,SEX,2017,628 [512-756],COUNTRY,BEL
BTSX,SEX,2017,632 [508-773],COUNTRY,NLD
BTSX,SEX,2017,634 [509-760],COUNTRY,GMB
BTSX,SEX,2017,646 [610-681],COUNTRY,MNG
BTSX,SEX,2017,65 [44-92],COUNTRY,MNE
BTSX,SEX,2017,660 [579-743],COUNTRY,OMN
BTSX,SEX,2017,6811 [6020-7604],COUNTRY,MAR
BTSX,SEX,2017,693 [537-867],COUNTRY,KWT
BTSX,SEX,2017,70 [52-93],COUNTRY,CYP
BTSX,SEX,2017,703 [525-923],COUNTRY,BGR
BTSX,SEX,2017,7123 [6274-7974],COUNTRY,MYS
BTSX,SEX,2017,7257 [6269-8267],COUNTRY,GHA
BTSX,SEX,2017,728 [572-904],COUNTRY,CRI
BTSX,SEX,2017,7287 [5835-8765],COUNTRY,CMR
BTSX,SEX,2017,73 [56-92],COUNTRY,BLZ
BTSX,SEX,2017,7366 [6118-8631],COUNTRY,MDG
BTSX,SEX,2017,74560 [64307-87551],REGION,EUR
BTSX,SEX,2017,756 [553-1006],COUNTRY,SRB
BTSX,SEX,2017,7596 [5876-9314],COUNTRY,AGO
BTSX,SEX,2017,7644 [6321-8968],COUNTRY,YEM
BTSX,SEX,2017,7657 [6839-8446],COUNTRY,TUR
BTSX,SEX,2017,7671 [6550-8808],COUNTRY,IRQ
BTSX,SEX,2017,778 [634-941],COUNTRY,HUN
BTSX,SEX,2017,8 [6-10],COUNTRY,VCT
BTSX,SEX,2017,8 [6-11],COUNTRY,GRD
BTSX,SEX,2017,800 [670-930],COUNTRY,NAM
BTSX,SEX,2017,822 [665-1002],COUNTRY,PRT
BTSX,SEX,2017,835 [524-1298],COUNTRY,AZE
BTSX,SEX,2017,839 [663-1062],COUNTRY,TKM
BTSX,SEX,2017,8411 [6516-10579],COUNTRY,COL
BTSX,SEX,2017,843 [631-1113],COUNTRY,BLR
BTSX,SEX,2017,8645 [7099-10261],COUNTRY,MOZ
BTSX,SEX,2017,8698 [7742-9652],COUNTRY,DZA
BTSX,SEX,2017,890 [760-1024],COUNTRY,LSO
BTSX,SEX,2017,9 [6-13],COUNTRY,MDV
BTSX,SEX,2017,91 [63-127],COUNTRY,SUR
BTSX,SEX,2017,910 [757-1085],COUNTRY,GRC
BTSX,SEX,2017,92 [64-129],COUNTRY,BHR
BTSX,SEX,2017,97 [61-145],COUNTRY,FJI
BTSX,SEX,2017,987 [779-1197],COUNTRY,CUB
BTSX,SEX,2017,99893 [86986-113013],WORLDBANKINCOMEGROUP,WB_HI
BTSX,SEX,2018,0 [0-0],COUNTRY,ATG
BTSX,SEX,2018,0 [0-0],COUNTRY,FSM
BTSX,SEX,2018,10178 [5607-15561],COUNTRY,EGY
BTSX,SEX,2018,10423 [8909-11966],COUNTRY,IRQ
BTSX,SEX,2018,1073 [957-1189],COUNTRY,NIC
BTSX,SEX,2018,108 [67-164],COUNTRY,FJI
BTSX,SEX,2018,108 [74-151],COUNTRY,MKD
BTSX,SEX,2018,10847 [9105-12585],COUNTRY,MMR
BTSX,SEX,2018,1085 [931-1236],COUNTRY,ARE
BTSX,SEX,2018,109 [99-119],COUNTRY,SLB
BTSX,SEX,2018,10910 [9317-12529],COUNTRY,SDN
BTSX,SEX,2018,11 [8-15],COUNTRY,SYC
BTSX,SEX,2018,11041 [7468-15282],COUNTRY,VEN
BTSX,SEX,2018,1117 [761-1640],COUNTRY,LBN
BTSX,SEX,2018,11185 [9937-12428],COUNTRY,SAU
BTSX,SEX,2018,1129 [947-1308],COUNTRY,MRT
BTSX,SEX,2018,114 [103-129],COUNTRY,NOR
BTSX,SEX,2018,1163 [999-1320],COUNTRY,PNG
BTSX,SEX,2018,1193 [959-1453],COUNTRY,AUS
BTSX,SEX,2018,120 [104-136],COUNTRY,BTN
BTSX,SEX,2018,1223 [1035-1414],COUNTRY,LAO
BTSX,SEX,2018,124322 [101810-149187],REGION,EMR
BTSX,SEX,2018,1247 [581-2679],COUNTRY,LBY
BTSX,SEX,2018,12675 [9982-15424],COUNTRY,UGA
BTSX,SEX,2018,1268218 [1003208-1522610],REGION,GLOBAL
BTSX,SEX,2018,12689 [9149-16266],COUNTRY,PHL
BTSX,SEX,2018,1292 [1057-1531],COUNTRY,ERI
BTSX,SEX,2018,131 [101-168],COUNTRY,SGP
BTSX,SEX,2018,13118 [8937-17147],COUNTRY,ZAF
BTSX,SEX,2018,1332 [844-2029],COUNTRY,SLV
BTSX,SEX,2018,141 [93-202],COUNTRY,TTO
BTSX,SEX,2018,143 [125-161],COUNTRY,CPV
BTSX,SEX,2018,14387 [12327-16548],COUNTRY,KEN
BTSX,SEX,2018,146 [110-187],COUNTRY,IRL
BTSX,SEX,2018,1461 [1349-1571],COUNTRY,TJK
BTSX,SEX,2018,1530 [1214-1851],COUNTRY,COG
BTSX,SEX,2018,1535 [979-2128],COUNTRY,PRY
BTSX,SEX,2018,153954 [129746-179550],REGION,AMR
BTSX,SEX,2018,1546 [1402-1687],COUNTRY,HND
BTSX,SEX,2018,155 [135-176],COUNTRY,TLS
BTSX,SEX,2018,157 [120-201],COUNTRY,MUS
BTSX,SEX,2018,16348 [13698-18879],COUNTRY,MEX
BTSX,SEX,2018,1678 [1323-2045],COUNTRY,CAF
BTSX,SEX,2018,17470 [14084-20967],COUNTRY,TZA
BTSX,SEX,2018,175 [124-241],COUNTRY,LVA
BTSX,SEX,2018,1757 [1473-2052],COUNTRY,JOR
BTSX,SEX,2018,176 [115-249],COUNTRY,GUY
BTSX,SEX,2018,17716 [14984-21100],COUNTRY,IRN
BTSX,SEX,2018,180964 [146238-216148],WORLDBANKINCOMEGROUP,WB_LI
BTSX,SEX,2018,1828 [1435-2236],COUNTRY,LBR
BTSX,SEX,2018,183 [143-231],COUNTRY,DNK
BTSX,SEX,2018,18779 [16184-22273],COUNTRY,RUS
BTSX,SEX,2018,1918 [1539-2330],COUNTRY,ESP
BTSX,SEX,2018,1995 [1564-2518],COUNTRY,ROU
BTSX,SEX,2018,2 [1-4],COUNTRY,KIR
BTSX,SEX,2018,20 [14-27],COUNTRY,MLT
BTSX,SEX,2018,2013 [1566-2524],COUNTRY,CAN
BTSX,SEX,2018,2026 [1896-2151],COUNTRY,GBR
BTSX,SEX,2018,2068 [1674-2461],COUNTRY,HTI
BTSX,SEX,2018,210 [158-274],COUNTRY,LTU
BTSX,SEX,2018,210086 [143688-258565],COUNTRY,IND
BTSX,SEX,2018,2166 [1943-2394],COUNTRY,TUN
BTSX,SEX,2018,221 [186-257],COUNTRY,COM
BTSX,SEX,2018,22458 [20275-24577],COUNTRY,THA
BTSX,SEX,2018,225 [159-303],COUNTRY,QAT
BTSX,SEX,2018,226 [195-257],COUNTRY,DJI
BTSX,SEX,2018,2276 [1852-2704],COUNTRY,TGO
BTSX,SEX,2018,23 [17-31],COUNTRY,ISL
BTSX,SEX,2018,2351 [2128-2575],COUNTRY,BOL
BTSX,SEX,2018,24 [16-33],COUNTRY,BRB
BTSX,SEX,2018,240 [183-306],COUNTRY,CHE
BTSX,SEX,2018,246 [189-312],COUNTRY,FIN
BTSX,SEX,2018,2462 [1979-2945],COUNTRY,SLE
BTSX,SEX,2018,25 [15-38],COUNTRY,TON
BTSX,SEX,2018,25 [24-37],COUNTRY,WSM
BTSX,SEX,2018,25069 [20831-29260],COUNTRY,BGD
BTSX,SEX,2018,2522 [1948-3144],COUNTRY,KAZ
BTSX,SEX,2018,252225 [194151-310517],COUNTRY,CHN
BTSX,SEX,2018,2620 [2153-3130],COUNTRY,CHL
BTSX,SEX,2018,27709 [22116-33448],COUNTRY,COD
BTSX,SEX,2018,27868 [24568-31142],COUNTRY,VNM
BTSX,SEX,2018,27898 [23425-32225],COUNTRY,PAK
BTSX,SEX,2018,285 [226-352],COUNTRY,ISR
BTSX,SEX,2018,286694 [230521-343416],REGION,AFR
BTSX,SEX,2018,2903 [2356-3438],COUNTRY,SYR
BTSX,SEX,2018,30105 [23656-36504],COUNTRY,ETH
BTSX,SEX,2018,3081 [2631-3525],COUNTRY,KHM
BTSX,SEX,2018,3090 [2552-3630],COUNTRY,BEN
BTSX,SEX,2018,31012 [26596-35368],COUNTRY,IDN
BTSX,SEX,2018,311 [244-392],COUNTRY,MDA
BTSX,SEX,2018,314264 [233320-377120],REGION,SEAR
BTSX,SEX,2018,317 [293-340],COUNTRY,ALB
